TotalBill,Nights,Age,Gender,Spa
1140,4,45,M,0
1580,6,64,F,0
1365,6,56,F,0
2245,9,61,M,1
1400,5,60,F,0
1844,6,38,F,0
1545,4,27,M,0
663,2,50,M,0
685,0,62,M,1
2890,12,69,F,0
1203,4,60,F,0
1050,4,41,F,0
764,2,54,F,0
,4,48,M,0
347,1,41,M,0
,6,56,F,0
1775,7,63,F,0
1037,4,65,F,0
1507,6,24,M,0
,2,35,F,0
1002,4,55,M,0
713,3,48,M,0
1014,4,60,F,0
1432,4,45,F,0
839,3,50,M,0
,2,47,F,1
1678,6,47,M,0
,6,51,M,0
1425,6,68,F,0
1473,5,29,F,0
524,2,13,M,0
1495,6,38,M,0
1346,4,38,M,0
2703,9,35,F,0
1452,6,65,F,0
,4,34,M,0
,4,32,M,0
488,0,70,F,1
984,3,13,M,0
1208,2,40,M,0
754,6,57,F,0
459,1,48,F,0
535,2,24,F,0
1043,6,34,M,0
778,4,26,M,0
1452,6,46,F,0
2378,8,61,F,1
1426,7,59,F,0
891,4,40,F,0
411,1,49,M,0
447,1,29,M,0
1629,4,44,M,0
879,4,32,F,0
712,3,54,F,0
547,0,57,M,1
2298,10,56,F,0
669,3,42,F,0
1102,5,54,M,0
1119,4,50,M,0
451,0,62,M,1
559,1,66,M,1
657,2,59,M,0
435,1,37,M,0
1269,4,40,M,0
2165,8,68,F,0
1026,3,57,M,0
,4,58,F,0
,2,21,M,0
,0,34,M,0
,2,32,M,0
,2,56,F,0
,9,45,M,0
1112,3,56,F,0
730,3,64,F,0
939,4,58,M,0
192,2,29,M,0
1454,6,57,F,0
1296,2,33,M,0
300,1,51,F,1
945,4,35,M,0
951,5,64,F,0
752,3,31,F,0
1303,5,56,F,0
1356,4,29,M,0
373,0,57,M,0
720,1,62,F,1
686,3,59,F,0
883,4,64,F,0
904,4,58,M,0
870,4,61,F,0
1077,6,62,F,0
1510,6,67,F,0
,2,19,M,0
2430,11,65,F,0
910,4,65,F,0
1137,3,37,F,0
622,2,36,M,0
930,2,71,F,1
330,0,54,F,0
1115,4,57,F,0
1226,4,67,F,0
1036,4,56,F,0
1783,4,37,M,0
1367,6,58,F,0
965,2,21,M,0
995,5,67,F,0
,0,32,M,0
1511,4,40,M,0
407,0,49,F,0
1679,3,34,M,0
767,2,42,M,0
2048,10,55,F,0
1555,2,62,M,0
1727,6,73,M,0
983,2,40,M,1
903,3,44,M,0
1408,3,42,M,0
1126,4,65,M,0
666,3,57,M,0
1582,4,55,F,0
1479,3,28,M,0
751,3,59,F,0
,2,42,M,0
,3,14,M,0
283,0,57,M,0
1272,5,73,M,0
761,2,31,M,0
197,0,56,M,0
1551,3,39,F,0
716,2,39,F,0
1584,3,26,F,0
1080,1,33,F,0
973,4,72,M,0
1500,3,38,M,0
256,0,45,F,0
868,3,56,F,0
313,0,58,M,1
1557,3,39,F,0
1107,4,44,M,0
1125,4,59,M,0
,3,47,M,0
628,2,56,M,0
1507,6,59,F,0
1125,2,39,M,0
698,2,56,M,0
872,2,59,F,0
804,2,58,M,0
1175,3,59,F,0
694,2,64,M,0
668,3,52,F,0
,4,65,F,0
1164,4,71,F,0
1566,3,56,F,1
856,2,13,M,0
525,2,23,M,0
525,2,41,F,0
1838,4,67,M,0
1225,4,48,F,0
,4,37,F,0
1470,2,43,F,1
1090,2,65,F,0
2400,6,70,F,1
1225,4,56,F,0
2260,4,25,M,0
1575,4,37,M,0
350,1,42,M,0
2865,4,56,M,0
875,2,53,M,0
175,0,47,M,0
350,1,57,F,0
1345,2,38,M,0
3540,10,63,M,0
525,2,29,M,0
1695,3,57,F,0
350,1,30,M,0
350,1,32,F,0
1265,3,32,M,0
1830,4,50,M,0
1050,3,35,M,0
1130,2,34,F,0
875,2,40,M,0
350,1,36,M,0
1655,4,39,M,0
525,2,40,M,0
1170,2,45,F,0
780,1,46,F,0
515,0,57,F,1
1130,2,45,F,0
1400,4,43,M,0
2045,4,58,F,0
525,2,21,M,0
350,1,41,F,0
525,2,26,F,0
2625,8,44,F,0
780,1,44,F,0
525,2,25,M,0
350,1,24,M,0
1400,4,53,F,0
2260,4,58,F,0
700,2,17,F,0
1305,2,46,F,0
2435,4,58,F,0
525,2,48,M,0
700,2,35,M,0
2865,4,42,M,0
1225,4,52,F,0
1575,4,52,M,0
,7,41,F,0
525,2,41,M,0
3340,6,54,M,1
1130,2,45,M,0
565,1,27,M,0
2050,6,54,F,1
700,2,44,M,0
2220,4,37,M,0
2125,3,20,M,0
350,1,34,M,0
1225,4,38,F,0
525,2,38,F,0
2275,3,66,F,0
1400,4,68,M,0
875,2,50,M,0
1575,4,37,M,0
1265,3,27,M,0
700,2,53,M,0
350,1,36,F,0
1305,2,40,M,0
915,2,59,M,0
1050,3,44,F,0
700,2,30,M,0
1910,3,45,M,0
2085,4,39,M,0
1050,3,33,M,0
350,1,20,M,0
915,2,48,F,0
1265,3,29,M,0
1170,2,48,M,0
2125,3,16,M,0
700,2,46,M,0
905,1,61,M,1
1225,4,64,F,0
875,2,39,M,0
2475,4,56,F,0
1050,3,54,F,0
525,2,32,M,0
700,2,61,F,0
1234,4,64,M,0
176,0,52,M,0
529,2,38,F,0
529,2,49,M,0
3349,10,54,M,0
1410,4,69,F,0
1058,3,46,F,0
1058,3,48,F,0
352,1,32,F,0
705,2,25,M,0
4230,12,50,F,0
1939,6,67,M,0
1058,3,51,M,0
529,2,40,F,0
1234,4,49,F,0
1058,3,58,F,0
176,0,35,M,0
301,0,51,F,1
1762,5,47,F,0
,2,47,F,0
881,2,33,M,0
1234,4,55,F,0
1535,4,71,F,1
529,2,29,M,0
176,0,40,F,0
529,2,47,M,0
2820,8,67,F,0
1762,5,35,M,0
881,2,35,M,0
705,2,61,F,0
881,8,63,F,0
2468,7,39,F,0
705,2,32,F,0
2880,8,54,M,0
1309,4,37,M,0
382,1,53,F,0
1148,3,28,F,0
3206,8,23,M,0
2486,6,61,F,0
316,0,62,F,1
574,2,43,M,0
574,2,67,F,0
1912,5,55,F,0
956,2,34,F,0
2104,6,11,M,0
574,2,15,F,0
574,2,49,M,0
2678,7,39,M,0
2678,7,40,F,0
1148,3,55,F,0
1721,4,51,F,0
1530,4,50,M,0
1148,3,64,F,0
1148,3,24,M,0
699,2,54,M,1
2420,6,55,M,1
2678,7,46,M,0
1148,3,45,M,0
1530,4,65,F,0
1148,3,28,M,0
765,2,45,M,0
574,2,42,M,0
191,0,61,M,0
574,2,51,F,0
1912,5,41,M,0
956,2,49,F,0
191,0,53,F,0
316,0,68,F,1
2678,7,40,M,0
956,2,51,M,0
1530,4,44,F,0
191,0,43,M,0
765,2,12,M,0
574,2,21,M,0
1148,3,30,M,0
956,2,40,M,0
1721,4,38,F,0
956,2,52,F,0
316,0,35,M,1
1530,4,59,M,0
316,0,52,M,1
3825,10,37,F,0
1721,4,58,M,0
2486,6,49,M,0
765,2,40,F,0
574,2,28,F,0
2869,8,54,M,0
574,2,32,M,0
956,2,40,M,0
574,2,51,M,0
699,2,45,M,1
191,0,46,M,0
1081,2,67,F,1
191,0,29,F,0
1530,4,47,F,0
2104,6,28,F,0
1148,3,40,F,0
316,0,60,M,1
1339,4,40,M,0
191,0,6,M,0
2678,7,51,F,0
1530,4,69,F,0
4715,12,65,M,1
191,0,40,F,0
191,0,62,M,0
,2,39,M,0
1721,4,35,F,0
1339,4,39,F,0
4972,13,44,F,0
1912,5,53,M,0
382,1,63,M,0
765,2,55,M,0
,4,37,M,0
316,0,62,F,1
1148,3,32,M,0
191,0,22,F,0
699,2,76,M,1
1721,4,66,F,0
956,2,61,M,0
765,2,53,M,0
1530,4,47,M,0
738,2,27,F,0
708,2,37,M,0
2718,10,55,M,0
820,2,31,M,0
1725,6,23,M,0
2626,8,56,F,0
1744,5,42,M,0
1881,4,26,F,0
2091,7,33,M,0
,2,19,M,0
1150,2,19,M,0
2782,10,57,F,0
1069,2,21,M,0
2476,8,25,M,0
3462,4,27,M,0
353,0,35,M,0
2844,7,52,F,0
3070,4,54,F,0
1946,4,65,F,0
2778,4,27,F,0
2071,7,59,M,0
922,2,13,M,0
1602,6,18,M,0
4128,10,55,F,0
2302,6,62,F,0
2828,3,38,M,0
3103,6,32,F,0
2630,6,63,F,0
706,1,33,M,0
1863,4,63,F,0
686,0,16,M,0
2337,7,69,F,0
3497,7,50,F,0
1595,4,28,M,0
3567,4,44,F,0
2999,7,59,M,0
2810,9,69,F,0
649,0,44,F,1
1513,2,28,M,0
2089,6,43,M,0
863,1,49,M,0
4835,4,50,M,0
1055,2,28,M,0
1280,3,26,M,0
1906,2,46,M,0
1969,6,53,M,0
2322,2,44,M,1
3742,8,30,M,0
2222,4,47,M,0
670,1,31,F,0
879,2,58,F,0
2326,4,63,M,0
2686,4,45,M,0
3450,6,66,F,1
1150,2,37,M,0
1472,2,21,M,0
3260,4,34,M,0
1333,2,54,F,0
2854,7,62,M,1
3847,6,41,M,0
722,1,44,M,0
638,1,72,F,0
3019,5,62,M,0
759,1,30,M,0
3384,5,49,F,0
954,1,68,F,1
2928,5,49,F,0
2442,3,33,M,0
768,1,39,F,0
1678,2,39,M,0
773,1,47,M,0
1436,2,44,F,0
944,2,56,F,0
1651,4,38,F,0
3113,6,49,F,0
4328,6,46,F,0
4306,6,45,F,0
517,1,17,F,0
488,2,53,F,0
3375,9,42,F,0
122,0,29,M,0
3750,10,46,F,0
3750,10,25,M,0
,2,42,M,0
247,0,53,F,1
2550,8,25,M,0
1875,5,43,F,0
4500,12,54,F,0
938,18,10,M,0
2462,6,42,F,0
314,0,33,M,1
2083,6,34,M,0
1136,3,20,M,0
1894,5,46,M,0
2462,6,48,F,0
,18,39,F,0
314,0,42,F,1
2083,6,33,M,0
2462,6,67,F,0
2462,6,46,F,0
1704,4,44,M,0
2272,6,40,M,0
314,0,18,M,1
2272,6,49,M,0
758,2,41,M,0
2083,6,39,M,0
,6,66,F,0
,2,11,M,0
1894,5,33,M,0
3598,10,56,M,0
2841,8,42,F,0
1515,4,33,M,0
2462,6,50,F,0
1704,4,40,F,0
2083,6,23,M,0
213,0,36,M,0
1800,8,64,M,1
,6,49,M,0
893,2,54,F,0
1365,6,60,F,0
441,4,67,F,0
1063,8,65,F,0
1034,8,69,F,0
,0,58,F,0
250,0,43,M,1
954,2,60,F,1
1498,3,40,F,0
875,2,36,M,0
1473,6,70,F,1
687,5,52,M,0
1137,5,51,F,0
909,6,61,M,0
,4,35,M,0
856,2,29,M,0
3229,12,42,M,0
1238,4,43,M,0
802,1,36,M,1
1391,4,37,M,0
1157,4,31,M,0
1242,4,36,M,0
994,3,62,M,0
1239,4,31,M,0
1475,4,37,F,0
2061,4,47,F,0
,2,39,F,0
1701,2,34,F,0
,2,33,M,0
1546,3,27,M,0
1402,5,67,F,0
1225,4,40,M,0
,5,46,M,0
1639,4,66,M,0
1643,5,40,F,0
1598,7,38,F,0
2261,5,48,M,0
933,4,57,F,0
2157,6,46,F,0
1335,4,27,M,0
,3,18,M,0
1936,3,46,F,0
2260,5,29,M,0
1489,4,64,F,0
1916,7,44,F,0
1956,2,33,F,1
2434,6,42,F,0
2923,10,34,F,0
4011,15,57,F,0
,3,39,M,0
2006,6,39,M,0
1427,2,54,M,0
3000,10,56,M,0
2569,8,43,M,0
3488,16,48,M,0
2738,11,46,F,0
2738,11,31,F,0
2381,10,26,M,0
2856,10,45,M,0
3862,13,62,F,0
3000,10,49,M,0
562,0,51,M,1
2738,11,33,F,0
2856,10,35,M,0
1275,4,36,M,0
1994,6,27,M,0
1550,6,35,M,0
4294,14,62,M,0
1781,8,51,F,0
1275,4,16,F,0
956,4,57,F,0
3575,12,61,F,0
725,2,57,F,1
1431,6,41,F,0
1275,4,68,F,0
2138,7,51,F,0
2712,9,48,F,0
1275,4,39,F,0
1850,6,46,F,0
562,0,13,M,1
2500,10,36,F,0
2975,12,61,F,0
2138,7,62,F,0
2856,10,53,F,0
562,0,54,M,1
2281,8,48,F,0
1875,7,42,F,0
1562,5,59,F,0
3719,12,37,M,0
1688,2,52,F,0
1562,5,25,M,0
1500,6,20,F,0
1375,5,33,M,0
3288,11,45,M,0
2425,8,49,M,0
1275,4,9,M,0
1120,4,59,F,0
,9,66,M,0
192,0,29,M,0
2314,8,61,F,0
934,4,57,M,0
850,4,12,M,0
1536,3,27,F,0
1054,2,62,F,1
313,0,39,F,0
2024,10,67,F,0
,4,38,M,0
1145,4,64,F,1
2204,8,64,F,0
1164,2,26,F,0
1163,4,30,M,0
127,0,46,M,0
837,2,49,M,0
1167,4,46,M,0
598,2,58,M,0
,5,44,F,0
580,2,25,F,0
3688,13,56,F,1
1311,4,43,M,0
896,4,49,M,0
1210,3,47,M,0
1808,6,65,M,0
717,2,53,F,0
392,0,59,F,1
1214,4,46,F,0
798,2,26,M,0
1258,4,67,M,0
817,2,23,M,0
847,3,22,M,0
856,3,47,F,0
641,2,35,M,0
1453,2,28,F,0
834,3,36,M,0
972,4,69,M,0
1450,4,51,F,0
534,2,18,F,0
937,3,31,M,0
936,3,35,M,0
1223,4,27,M,0
847,3,39,M,0
3509,11,56,M,1
1462,4,48,M,0
1330,4,49,M,0
1154,4,52,F,0
2019,6,41,M,0
,2,52,M,0
1223,2,56,F,0
1257,4,55,M,0
1233,4,51,F,0
675,2,62,M,0
1393,6,73,F,0
555,1,57,M,0
295,0,28,F,0
889,3,28,M,0
900,2,51,F,0
1488,4,56,M,0
610,2,21,M,0
1181,4,57,M,0
1028,4,47,M,0
1147,4,44,M,0
1752,6,58,F,0
2005,8,61,M,0
2596,8,64,M,0
930,2,38,F,0
553,1,16,M,0
2479,10,66,F,0
1911,5,58,F,1
578,2,40,M,0
890,2,34,M,0
3190,8,60,F,0
2791,7,36,F,0
2193,6,34,M,0
2193,6,72,M,0
2392,6,30,M,0
1595,4,40,F,0
4112,10,78,F,1
2592,6,49,F,0
1994,5,50,F,0
3202,8,65,M,0
1869,5,4,M,0
1059,2,53,F,1
934,2,27,M,0
1869,5,47,M,0
1869,5,32,F,0
374,1,13,M,0
1121,3,55,F,0
187,0,34,M,0
1682,4,30,F,0
1682,4,16,M,0
374,1,42,M,0
1121,3,27,M,0
934,2,21,M,0
934,2,40,M,0
499,1,32,M,1
748,4,73,F,0
2616,7,5,M,0
2060,4,12,M,0
3080,10,38,M,0
2252,6,46,M,0
1135,4,55,M,0
627,0,65,F,1
917,3,32,M,0
1084,2,40,F,0
586,2,57,M,0
2105,4,30,F,0
1840,3,46,M,0
987,3,25,M,0
1187,4,22,M,0
485,1,39,F,0
2387,6,35,M,0
1853,6,40,F,0
505,1,38,M,0
1815,4,49,M,0
3257,5,58,F,0
825,2,44,M,0
394,0,59,F,1
,16,40,F,0
2385,7,44,F,0
1893,5,41,F,0
775,2,52,F,0
1164,3,33,M,0
568,2,53,M,0
385,0,35,F,0
1476,4,47,F,0
796,2,29,M,0
1984,4,40,F,0
680,2,67,F,0
2026,4,28,F,0
1351,3,39,M,0
980,2,58,M,0
504,1,25,F,0
787,2,63,F,0
690,2,48,M,0
1389,4,45,M,0
470,1,40,M,0
533,1,26,M,0
1092,4,67,F,0
538,1,28,M,0
525,0,53,F,1
466,0,58,F,1
5161,8,43,M,0
1078,2,22,M,0
542,1,45,M,0
3446,9,50,F,0
2330,6,34,F,0
970,2,37,M,0
341,0,36,M,0
984,3,58,F,0
3001,6,35,M,0
5434,14,70,F,0
2726,6,53,F,1
1120,3,48,F,0
1936,5,51,F,0
2184,5,47,F,0
901,2,30,M,0
5037,10,49,M,0
418,0,32,M,0
2631,8,55,F,0
1298,4,55,F,0
1948,4,53,F,0
852,2,47,F,0
1302,4,57,M,0
3806,10,56,F,0
521,1,18,F,0
1726,4,44,M,0
1066,2,46,M,0
1624,4,60,M,0
529,1,35,M,0
966,2,33,M,0
421,0,53,F,1
2723,6,53,F,0
172,0,30,M,0
1150,3,27,M,0
765,2,59,M,0
541,1,52,M,0
3793,11,51,F,0
1451,2,15,M,0
1152,2,41,M,0
563,1,30,M,0
1601,5,54,F,0
1630,4,48,M,0
2876,7,36,F,0
376,0,47,M,0
1008,2,63,F,0
652,2,40,F,0
670,2,58,M,0
564,0,58,M,1
2889,6,39,M,0
1455,3,63,M,0
5356,16,56,M,0
569,1,28,M,0
3033,7,33,F,0
2444,6,66,F,0
3188,8,59,M,0
2019,4,58,M,0
1908,4,45,F,0
2018,4,38,M,0
3358,8,59,F,0
566,1,15,M,0
3654,6,21,M,0
2156,5,48,F,0
2437,4,42,M,0
1015,1,60,F,1
3534,8,46,F,0
1805,4,54,M,0
1029,2,42,F,0
558,1,61,M,0
1381,3,48,M,0
2410,6,59,M,0
4956,6,60,M,1
2649,7,51,M,0
993,2,35,M,0
1417,3,41,M,0
2153,4,28,M,0
1532,2,62,M,1
434,1,48,F,0
2822,6,42,M,0
1489,3,41,M,0
2628,5,49,F,0
1134,2,16,M,0
2541,4,73,M,0
2307,4,49,M,0
3463,6,25,M,0
2634,4,55,M,0
788,2,59,F,0
3576,8,61,F,0
1772,4,32,M,0
460,1,39,M,0
2874,8,55,M,0
2396,5,23,F,0
3279,6,41,F,0
340,0,49,M,0
1299,4,48,M,0
1192,4,40,M,0
1495,6,29,M,0
2949,8,60,F,0
1691,6,57,F,0
1105,4,23,M,0
1300,4,43,M,0
2181,6,50,M,0
1385,6,50,F,0
2212,6,33,M,0
1798,8,64,F,0
1487,5,27,M,0
1804,6,49,M,0
891,2,37,M,0
1161,2,48,M,0
764,1,40,F,1
1891,6,30,M,0
338,0,72,F,1
1336,4,56,F,0
977,2,34,M,1
1723,6,37,F,0
3105,8,45,M,0
1152,4,36,F,0
1989,6,37,F,0
474,0,49,M,1
1035,4,53,F,0
1208,4,49,F,0
1561,5,33,M,0
468,1,43,F,0
1669,4,56,F,1
2747,8,58,M,0
1600,4,19,M,0
1136,4,45,M,0
1387,4,19,M,0
1242,2,28,F,0
1137,3,41,M,0
930,3,45,F,0
251,1,52,M,0
2748,7,63,F,0
2051,6,33,M,0
3013,8,66,F,0
2355,6,22,F,0
2498,6,44,F,0
481,2,18,F,0
1023,2,60,M,0
2016,6,59,F,0
1413,6,64,F,0
1631,3,51,M,0
2304,8,26,F,0
1716,5,53,F,0
,4,43,M,0
551,0,54,F,1
543,0,70,F,1
1958,6,40,M,0
1655,5,44,M,0
373,0,42,M,0
5377,18,62,M,0
1606,6,43,F,0
1869,6,38,M,0
1905,6,32,M,0
1792,6,40,F,0
1166,4,62,F,0
2028,4,59,F,1
1545,4,41,M,0
1216,2,56,F,1
457,2,47,M,0
1595,6,58,F,0
,0,19,M,0
288,0,31,M,0
546,2,34,M,0
861,4,49,M,0
836,3,71,F,1
877,4,62,F,0
596,2,34,F,0
2597,12,70,M,1
249,1,29,M,0
1599,8,34,M,0
857,4,62,M,0
1199,4,54,M,1
439,1,62,M,1
939,4,34,M,0
586,2,55,F,1
1235,4,35,F,0
754,2,52,M,0
2614,10,52,F,0
2195,8,62,M,0
1026,4,46,M,0
732,2,76,F,1
1232,4,55,M,0
982,4,51,M,0
2276,8,66,M,0
1575,5,58,F,0
922,3,31,M,0
397,0,58,M,1
1006,2,46,M,0
3285,9,26,M,0
308,0,27,M,1
2008,6,46,F,0
2190,6,42,F,0
308,0,45,F,1
2738,8,54,M,0
1642,4,38,F,0
4380,12,56,M,0
1278,4,60,F,0
308,0,36,M,1
1460,4,41,M,0
912,2,38,F,0
321,0,41,F,1
1570,4,42,M,0
321,0,53,F,1
3658,9,54,M,1
2551,6,65,M,0
1178,3,59,M,0
1962,5,49,F,0
1293,4,28,M,0
1391,3,11,M,0
2436,4,50,F,0
2472,3,71,F,1
2021,4,22,M,0
640,1,27,M,0
768,2,54,F,0
490,0,46,M,1
2900,6,48,M,0
2606,8,55,M,0
1856,5,55,M,0
2513,3,24,M,0
1693,4,28,F,0
718,2,36,F,0
2630,4,44,F,0
2276,4,42,F,0
973,1,47,M,1
1757,5,29,M,0
1686,4,33,F,0
1556,4,48,F,0
516,1,71,F,0
490,1,32,M,0
1295,2,47,M,0
2477,4,40,F,0
409,1,25,M,0
445,1,54,M,0
315,0,49,M,0
421,1,30,M,0
4395,10,36,F,0
2908,6,44,M,0
2719,6,36,F,0
1678,6,52,F,0
828,2,59,M,0
4961,9,57,F,0
2510,4,20,M,0
3038,6,54,F,0
1600,4,69,F,0
3293,6,55,M,0
718,1,64,M,0
2629,4,43,F,0
792,2,52,M,0
706,1,39,M,0
1175,4,30,M,0
3229,10,48,M,0
2000,4,42,M,0
1388,2,50,M,0
1038,2,42,M,0
1990,4,31,M,0
604,1,55,M,0
585,2,50,M,0
594,1,41,M,0
441,1,33,M,0
2562,4,15,M,0
3078,6,36,M,0
403,1,52,F,0
3792,6,36,M,0
1925,4,52,M,0
2525,6,58,M,0
1738,4,44,F,0
1644,4,54,M,0
4451,12,51,M,0
557,0,57,F,1
342,0,32,M,0
2346,5,54,M,0
1518,3,40,F,0
2311,4,14,F,0
3483,6,43,M,0
993,2,62,M,0
2962,5,34,M,0
2436,5,64,M,0
2852,5,56,M,0
1234,2,47,M,0
970,4,35,F,0
2442,6,62,M,0
1775,2,67,M,1
4204,7,24,M,0
1140,3,59,F,0
2194,5,30,F,0
939,1,34,M,0
1481,2,68,F,1
2805,5,26,M,0
2063,4,30,M,0
549,0,63,F,0
3839,8,67,F,1
,2,59,M,1
4314,16,52,F,0
1549,4,44,F,1
,4,39,F,0
1498,4,54,F,0
1546,6,61,F,0
1443,4,34,M,0
785,2,54,F,0
2608,7,61,F,0
1779,4,51,M,0
3090,11,61,F,0
1526,4,54,M,0
1003,2,52,M,1
1006,2,49,F,0
1412,2,36,M,1
600,2,50,M,0
,2,27,M,1
1256,4,41,M,0
866,2,30,M,0
2444,8,56,F,0
2208,6,41,M,0
1055,3,66,F,0
,3,47,F,0
316,0,53,M,1
1543,4,44,F,0
1701,5,56,F,0
1730,6,41,F,0
496,2,63,M,0
1562,7,36,M,0
2691,8,48,M,0
1450,4,51,M,0
2157,6,46,F,0
1376,5,34,M,0
1513,4,56,F,0
1536,4,39,M,0
287,0,55,F,1
341,0,46,M,1
,4,43,M,0
606,1,71,M,1
1777,6,54,M,0
1696,7,51,M,0
934,2,42,M,0
632,2,30,M,0
1731,5,43,F,0
1435,5,35,F,0
,0,64,M,1
1094,4,70,M,0
5930,16,35,M,1
1107,2,32,M,0
,5,44,M,0
1120,4,33,M,0
1434,5,67,F,0
,4,39,F,0
,4,37,M,0
,2,58,F,0
,4,42,M,0
,8,52,M,0
,2,66,F,1
,3,37,F,0
961,3,44,M,0
,2,48,F,0
1870,7,41,M,0
1127,4,45,M,0
1936,6,21,M,0
1520,4,53,M,0
1234,4,46,M,0
843,0,35,F,1
765,1,66,F,1
1379,4,61,M,0
1276,4,46,F,0
2038,7,65,F,0
1230,4,46,F,0
634,2,50,M,0
860,4,58,F,0
1806,8,49,F,0
1031,3,46,M,0
1567,5,61,F,0
908,2,41,M,0
,0,48,M,0
2009,7,55,F,0
1647,4,47,F,0
975,4,26,M,0
1517,4,45,F,0
2003,9,67,F,0
2945,12,66,M,0
2651,8,43,F,0
673,2,59,F,0
869,4,62,M,0
858,0,20,M,1
1127,3,16,M,0
1679,4,25,M,0
580,2,40,M,0
1318,4,68,F,1
1070,2,44,F,0
1872,8,34,F,0
673,0,70,M,1
,3,48,M,0
1772,4,18,M,0
2964,7,61,M,0
1316,4,43,F,0
1498,4,71,F,0
1169,2,42,M,0
744,0,71,M,1
,4,50,M,0
3297,10,64,F,0
2075,5,45,M,0
,6,64,F,0
1266,4,54,M,0
1525,2,48,F,1
2091,6,62,F,0
,6,69,F,0
2084,5,51,M,0
1304,4,59,F,0
1453,4,65,M,0
879,1,50,F,1
1313,4,64,M,0
2220,6,45,M,0
1437,4,59,M,0
1741,4,28,F,0
3225,10,72,M,0
1129,2,33,M,0
1081,2,57,M,0
2677,8,55,F,0
4161,7,34,M,0
1621,4,19,M,0
1459,4,59,F,0
1749,3,49,M,1
555,0,39,M,1
1912,6,47,M,0
2411,6,25,M,0
1725,4,64,F,0
1696,3,7,M,0
1487,4,50,F,0
1871,6,63,F,0
1872,4,34,F,0
1727,4,62,M,0
2242,4,41,M,0
1196,3,53,M,0
3325,8,63,F,0
2865,6,41,M,0
2749,4,62,M,0
2598,4,25,M,0
1222,4,49,F,0
2296,4,38,F,0
2512,3,54,M,0
1078,2,26,M,0
1519,3,53,F,0
,3,27,M,0
1416,2,19,M,0
1467,4,48,F,0
2232,6,43,M,0
2242,7,57,M,0
2068,2,43,M,0
1651,5,61,F,0
1592,3,39,F,0
1560,4,35,M,0
2260,6,10,M,0
2195,6,36,M,0
990,2,57,M,0
1032,2,57,M,0
,8,48,F,0
1542,4,43,F,0
1430,4,45,M,0
1598,4,49,M,0
,6,59,F,0
1910,6,68,M,0
1017,2,30,F,0
4345,9,45,F,0
1204,4,70,F,0
2060,4,52,F,0
1239,4,60,F,0
2846,8,57,F,1
1486,4,57,M,0
2788,4,31,F,0
1588,4,29,F,0
1263,4,44,M,0
1852,6,56,M,0
,4,53,M,0
1236,4,55,F,0
1294,3,72,M,0
3221,6,50,M,0
1967,4,27,M,0
2752,6,53,M,0
2177,6,66,F,0
1515,4,37,F,0
,3,31,M,0
457,0,44,F,1
,2,67,M,1
2092,5,41,M,0
3049,4,27,M,0
1330,2,50,F,0
1872,6,58,F,0
,6,36,M,0
924,1,62,M,1
4329,8,28,F,0
2167,5,22,F,0
458,0,69,F,1
3646,6,49,F,0
489,0,26,M,0
1837,2,16,F,0
714,0,74,M,1
1593,4,58,F,0
2302,6,39,M,0
1056,5,38,F,0
1074,6,11,M,0
,4,71,M,0
770,5,59,F,0
2722,14,57,M,1
718,6,55,F,0
855,6,55,F,0
484,4,49,M,0
716,2,54,M,1
926,4,55,M,0
720,2,59,F,1
1115,6,35,M,0
997,5,55,F,0
1033,6,46,F,0
2991,6,56,F,0
1731,4,51,M,0
669,1,68,F,1
3362,7,34,M,0
3488,10,64,F,0
397,0,26,F,1
397,0,56,F,1
2102,6,51,F,0
1607,4,53,M,0
4056,11,70,F,0
,4,48,F,0
2016,5,54,F,0
1816,4,49,F,0
203,0,55,F,1
1509,6,61,M,0
2118,4,41,F,1
1195,3,24,M,0
1777,8,59,F,0
1018,4,37,M,0
3023,17,69,F,0
774,3,20,M,0
1442,6,46,M,0
1461,6,44,M,0
2330,12,50,F,0
682,3,31,F,0
922,2,56,M,1
1406,6,35,M,0
1909,4,56,M,0
1472,7,44,M,0
1303,7,40,M,0
1531,6,33,M,0
1296,6,60,F,0
1014,5,41,M,0
1732,9,61,F,0
818,2,58,M,1
1400,7,59,M,0
1588,7,42,M,0
1478,7,45,M,0
1078,3,42,M,0
597,2,53,F,0
1174,4,36,M,0
873,4,42,F,0
1824,8,64,F,0
1770,11,63,F,0
802,2,43,M,0
374,1,56,F,0
637,0,49,F,1
,2,38,M,0
,2,43,M,0
1049,4,66,M,0
809,2,49,M,0
863,3,44,F,0
448,0,29,M,0
2296,5,42,F,1
1083,4,35,M,0
847,3,11,M,0
1247,4,49,M,0
560,1,47,F,1
888,2,28,M,0
1152,2,64,F,1
572,1,38,F,0
609,1,49,M,0
868,4,62,F,0
369,1,64,F,0
1026,2,35,M,0
391,1,42,M,0
413,0,64,F,1
772,4,53,F,0
728,3,31,F,0
898,2,21,M,0
1300,5,56,M,0
1715,6,50,F,0
328,1,37,F,0
1436,4,64,F,1
717,2,53,M,0
822,3,49,M,0
468,0,42,M,0
411,0,27,M,0
1331,5,62,F,0
846,3,43,F,0
1063,2,48,M,0
1266,5,31,M,0
937,2,24,M,0
341,0,74,F,1
295,0,39,M,1
730,2,15,M,0
429,2,61,M,0
517,2,22,M,0
2722,6,59,M,0
1634,3,45,M,0
1158,6,65,F,0
927,3,43,F,0
